day_of_week,hum,weathersit,holiday,season,temp,hr,cnt
2,0.78,1,0,3,0.62,7,553
3,0.65,1,0,2,0.3,6,96
2,0.78,1,0,2,0.6,0,47
0,0.58,1,1,1,0.1,9,96
2,0.36,1,0,1,0.14,10,59
6,0.53,1,0,2,0.64,14,582
2,0.88,3,0,3,0.6,10,66
2,0.94,3,0,3,0.62,8,328
2,0.77,1,0,4,0.52,20,246
5,0.6,1,0,4,0.26,3,26
1,0.56,2,0,2,0.54,12,247
5,0.16,1,0,2,0.54,19,413
3,0.79,1,0,3,0.72,1,18
1,0.7,1,0,1,0.26,6,39
2,0.83,1,0,2,0.66,5,39
1,0.43,1,0,2,0.6,17,850
3,0.93,2,0,2,0.28,6,41
4,0.63,2,0,1,0.14,5,7
3,0.46,1,0,3,0.78,14,305
2,0.38,1,0,2,0.42,11,93
2,0.31,1,0,3,0.8,11,136
2,0.29,1,0,3,0.8,14,247
0,0.69,2,0,2,0.64,13,139
4,0.58,3,0,2,0.74,16,222
6,0.21,1,0,1,0.36,16,322
1,0.88,2,0,2,0.58,9,355
1,0.87,2,0,4,0.4,1,9
4,0.49,1,0,3,0.8,16,330
5,0.37,1,0,2,0.7,13,704
1,0.51,1,0,3,0.74,20,280
0,0.35,1,1,1,0.26,16,154
4,0.48,1,0,3,0.96,14,101
2,0.5,1,0,3,0.64,19,635
5,0.42,1,0,4,0.5,21,168
6,0.61,1,0,4,0.28,3,11
5,0.87,2,0,1,0.4,10,168
3,0.41,1,0,1,0.48,19,328
1,0.46,1,0,1,0.34,19,287
0,0.49,1,0,2,0.6,8,665
3,0.52,1,0,2,0.56,10,205
0,0.62,2,0,3,0.78,10,200
3,0.55,1,0,1,0.22,17,84
5,0.4,1,0,3,0.92,18,196
0,0.55,1,1,2,0.8,19,395
6,0.82,1,0,4,0.4,8,42
1,0.64,1,0,1,0.16,9,100
0,0.76,3,0,4,0.4,14,120
6,0.83,3,0,2,0.6,20,105
4,0.58,1,0,3,0.72,2,18
1,1.0,3,0,4,0.38,3,3
6,0.83,2,0,2,0.66,11,319
5,0.72,1,0,2,0.44,6,50
2,0.94,3,0,2,0.38,8,164
2,0.31,1,0,3,0.8,13,231
4,0.76,3,0,2,0.36,13,42
3,0.39,1,0,2,0.7,2,6
1,0.89,3,0,2,0.66,15,116
3,0.55,3,0,4,0.52,15,82
6,0.62,1,0,3,0.72,9,226
3,0.48,1,0,3,0.92,16,210
5,0.46,1,0,4,0.6,15,620
1,0.65,2,0,2,0.68,1,16
3,0.83,1,0,3,0.56,4,7
3,0.77,2,0,2,0.54,18,664
3,0.43,1,0,4,0.36,18,405
5,0.87,1,0,4,0.26,7,71
4,0.43,1,0,4,0.4,14,299
3,0.78,2,0,2,0.58,12,168
2,0.46,2,0,2,0.36,12,182
2,0.83,1,0,3,0.58,4,8
0,0.5,1,0,1,0.12,6,31
1,0.73,1,0,3,0.54,6,119
6,0.88,3,0,3,0.6,21,155
0,0.73,1,0,2,0.64,1,16
0,0.8,3,1,1,0.16,20,33
6,0.94,2,0,1,0.46,3,6
4,0.57,1,0,3,0.66,11,321
4,0.33,1,0,1,0.26,13,154
6,0.34,1,0,1,0.34,19,143
3,0.69,1,0,3,0.68,2,5
0,0.43,1,1,1,0.36,1,12
0,0.4,1,0,4,0.36,13,222
3,0.52,1,0,4,0.26,23,58
4,0.54,2,0,4,0.7,12,380
3,0.7,1,0,1,0.24,8,252
3,0.42,1,0,1,0.12,10,35
5,0.54,2,0,3,0.7,3,40
2,0.87,1,0,4,0.3,2,2
3,0.74,1,0,3,0.7,20,352
0,0.68,2,0,4,0.54,19,516
3,0.0,3,0,1,0.4,9,24
4,0.94,2,0,4,0.56,9,180
1,0.64,2,0,4,0.56,10,138
4,0.55,1,0,3,0.74,10,163
1,0.56,1,0,2,0.6,21,243
0,0.82,2,0,2,0.48,0,33
6,0.93,2,0,2,0.36,6,4
0,0.54,1,0,1,0.38,2,9
2,0.43,2,0,4,0.38,13,147
4,0.73,2,0,2,0.62,20,144
1,0.82,2,0,1,0.46,7,308
1,0.5,2,0,2,0.62,1,13
5,0.5,2,0,4,0.36,14,455
1,0.42,2,0,1,0.32,16,116
6,0.65,1,0,1,0.26,20,52
1,0.72,1,0,4,0.44,1,13
0,0.55,2,0,3,0.74,14,242
1,0.77,2,0,2,0.48,8,710
6,0.64,1,0,1,0.2,0,39
6,0.89,3,0,3,0.64,2,62
0,0.56,2,0,4,0.3,17,359
2,0.81,1,0,4,0.3,6,116
0,0.27,1,0,3,0.9,15,129
3,0.83,2,0,4,0.54,22,207
5,0.67,1,0,4,0.48,7,73
0,0.69,1,0,3,0.68,22,145
3,0.48,2,0,4,0.48,14,155
6,0.36,1,0,3,0.68,16,701
3,0.65,1,0,3,0.68,0,56
6,0.39,1,0,3,0.9,17,249
2,0.94,3,0,3,0.62,20,160
6,0.94,2,0,2,0.44,0,80
6,0.71,3,0,4,0.4,9,86
0,0.78,1,0,2,0.64,0,28
1,0.33,1,0,3,0.82,16,480
5,0.7,1,0,3,0.74,9,215
1,0.59,1,0,3,0.82,11,127
2,0.65,1,0,2,0.64,15,256
4,0.74,2,0,2,0.7,11,235
6,0.66,1,0,3,0.76,10,382
1,0.55,1,0,3,0.8,14,260
5,0.58,1,0,3,0.7,19,315
6,0.37,1,0,3,0.9,15,450
0,0.53,1,0,1,0.32,5,3
3,0.88,2,0,2,0.54,9,216
5,0.41,1,0,1,0.24,14,231
1,0.71,2,0,1,0.4,15,208
2,0.35,1,0,4,0.44,13,365
6,0.62,1,0,1,0.02,2,18
6,0.61,1,0,1,0.28,13,84
4,0.7,2,0,4,0.3,10,126
2,0.88,1,0,4,0.46,23,99
2,0.78,2,0,3,0.66,8,681
4,0.6,1,0,1,0.24,18,213
6,0.68,1,0,2,0.5,5,12
3,0.57,1,0,2,0.66,11,228
3,0.31,1,0,1,0.14,20,97
1,0.68,1,0,3,0.56,7,357
3,0.88,2,0,2,0.46,5,21
5,0.51,1,0,1,0.36,13,157
6,0.77,1,0,2,0.42,2,50
2,0.44,2,0,2,0.64,15,268
6,0.52,2,0,2,0.24,1,20
6,0.72,1,0,2,0.46,2,56
4,0.36,1,0,2,0.46,11,233
1,0.55,1,0,3,0.8,14,274
5,0.46,1,0,4,0.6,14,750
2,0.87,1,0,4,0.4,22,114
4,0.65,1,0,2,0.62,9,366
1,0.71,2,0,1,0.34,19,152
3,0.73,1,0,2,0.54,7,474
3,0.55,1,0,2,0.6,18,513
5,0.39,1,0,2,0.7,19,432
6,0.44,1,0,1,0.24,1,55
6,0.56,1,0,1,0.28,9,45
5,0.35,1,0,4,0.44,12,573
4,0.65,1,0,4,0.26,6,131
4,0.33,1,0,2,0.46,14,300
2,0.52,1,0,1,0.52,21,233
6,0.41,1,0,3,0.62,20,356
1,0.34,1,0,1,0.18,13,73
5,0.6,2,0,1,0.22,14,99
2,0.58,2,0,3,0.76,11,229
2,0.82,2,0,2,0.42,21,189
6,0.26,1,0,1,0.14,17,55
3,0.45,1,0,1,0.5,12,105
2,0.46,1,0,1,0.14,1,4
1,0.64,2,0,2,0.56,12,92
6,0.54,1,0,2,0.7,11,373
1,0.28,1,0,3,0.84,12,147
1,0.94,2,0,4,0.44,6,86
2,0.23,1,0,1,0.52,14,96
4,0.5,1,0,3,0.62,6,76
3,0.5,1,0,3,0.64,8,486
2,0.94,3,0,4,0.54,22,43
5,0.27,2,0,2,0.64,15,658
2,0.6,1,0,4,0.24,1,12
5,0.47,1,0,1,0.16,2,38
3,0.66,1,0,2,0.34,4,7
2,0.47,1,0,1,0.2,15,49
6,0.84,1,0,3,0.7,7,39
1,0.54,1,0,1,0.4,2,3
4,0.88,3,0,4,0.6,1,13
4,0.4,1,0,3,0.92,11,161
1,0.55,1,0,1,0.16,4,5
2,0.28,1,0,1,0.3,16,89
6,0.74,1,0,2,0.72,19,287
5,0.62,1,0,4,0.36,19,257
4,0.54,1,0,4,0.66,10,260
6,1.0,2,0,2,0.52,7,42
1,0.67,1,0,4,0.42,6,172
5,0.43,1,0,2,0.56,17,407
2,0.73,1,0,3,0.64,20,391
3,0.36,1,0,2,0.52,16,388
1,0.94,1,0,2,0.66,22,207
2,0.79,2,0,4,0.68,12,184
3,0.88,2,0,2,0.52,8,487
6,0.81,1,0,4,0.28,7,42
6,0.43,1,0,1,0.38,12,351
2,0.94,1,0,2,0.56,12,54
1,0.43,1,0,3,0.6,0,35
4,0.86,2,0,1,0.16,8,157
6,0.73,1,0,2,0.56,22,157
5,0.37,1,0,3,0.9,11,216
4,0.78,2,0,4,0.56,18,665
0,0.24,1,0,3,0.8,17,833
1,0.66,1,0,1,0.32,23,47
6,0.5,1,0,4,0.66,16,470
3,0.56,1,0,3,0.84,11,154
2,0.49,1,0,3,0.8,17,837
0,0.35,1,0,1,0.26,12,134
3,0.38,1,0,2,0.46,12,199
4,0.54,2,0,4,0.66,17,808
0,0.83,2,0,3,0.66,5,28
1,0.94,1,0,4,0.62,2,11
0,0.79,2,0,4,0.68,12,209
4,0.61,1,0,3,0.66,20,404
4,0.88,2,0,4,0.54,5,36
0,0.73,2,0,4,0.54,21,218
3,0.55,1,0,1,0.22,7,101
6,0.45,1,0,2,0.72,17,549
5,0.77,1,0,1,0.5,23,185
0,0.56,1,1,2,0.82,17,405
4,0.86,2,0,1,0.2,15,41
1,0.79,3,0,3,0.68,10,160
2,0.65,2,0,3,0.66,21,213
1,0.61,2,0,2,0.64,21,225
1,0.78,2,0,2,0.56,1,14
3,0.59,2,0,2,0.48,4,3
3,0.27,1,0,3,0.78,17,594
3,0.43,1,0,4,0.36,14,187
3,0.75,2,0,1,0.3,5,28
1,0.81,3,0,4,0.32,6,50
1,0.34,1,0,1,0.34,17,242
6,1.0,3,0,2,0.52,5,14
3,0.74,1,0,3,0.66,23,132
4,0.39,1,1,4,0.32,20,109
0,0.62,1,0,3,0.76,12,283
2,0.72,1,0,3,0.52,7,557
6,0.67,1,0,4,0.46,3,58
5,0.41,1,0,4,0.42,15,382
3,0.83,2,0,3,0.66,12,176
0,0.94,1,0,1,0.44,5,31
1,0.46,1,0,4,0.38,19,353
0,0.93,1,0,4,0.3,5,26
5,0.61,1,0,1,0.3,2,45
1,0.81,1,0,4,0.26,18,482
2,0.88,2,0,4,0.48,22,135
4,0.31,1,0,2,0.64,11,192
6,0.43,1,0,1,0.36,19,79
2,0.65,1,0,3,0.64,5,59
6,0.32,1,0,1,0.36,17,287
5,0.28,1,0,1,0.12,16,83
5,0.73,1,0,4,0.6,9,395
2,0.69,1,0,3,0.6,0,32
5,0.62,2,0,4,0.44,11,282
2,0.79,2,0,2,0.7,8,643
0,0.48,2,0,2,0.76,19,596
0,0.82,1,0,2,0.46,3,7
2,0.65,1,0,2,0.68,14,248
4,0.5,1,0,1,0.36,10,132
4,0.54,1,0,1,0.1,2,1
0,0.69,2,0,4,0.22,10,105
1,0.53,1,0,4,0.32,18,546
0,0.55,2,0,1,0.18,12,68
2,0.53,1,0,1,0.34,21,178
0,0.65,1,0,2,0.66,19,431
6,0.37,1,0,2,0.36,6,28
4,0.73,2,0,2,0.62,3,4
3,0.33,1,0,2,0.64,22,155
1,0.47,1,0,1,0.64,19,479
6,0.43,1,0,1,0.18,9,111
0,0.55,1,0,3,0.8,16,444
4,0.41,1,0,4,0.24,3,2
6,0.69,2,0,3,0.66,9,258
6,0.46,2,0,1,0.36,18,53
2,0.74,1,0,3,0.7,1,15
2,0.93,3,0,1,0.32,22,21
4,0.49,1,0,1,0.3,20,62
0,0.83,1,0,3,0.58,7,312
5,0.74,1,0,3,0.74,6,31
5,0.62,1,0,4,0.4,22,189
0,0.83,1,1,4,0.52,8,254
0,0.46,1,0,1,0.34,21,63
6,0.74,2,0,1,0.18,2,47
4,0.39,1,0,4,0.52,14,272
0,0.5,1,0,4,0.4,11,128
4,0.41,1,0,2,0.42,9,330
4,0.43,1,0,4,0.62,15,230
6,0.67,3,0,4,0.42,8,62
0,0.87,1,1,4,0.34,1,37
1,0.71,3,0,4,0.34,5,41
2,0.84,1,0,3,0.7,4,7
5,0.84,3,0,3,0.7,23,108
5,0.57,1,0,1,0.32,11,286
5,0.39,2,0,1,0.32,20,41
1,0.68,1,0,4,0.52,20,261
4,0.7,3,0,4,0.32,21,74
4,0.72,1,0,2,0.52,23,187
5,0.53,1,0,2,0.64,0,206
3,0.49,1,0,4,0.34,11,102
5,0.86,3,0,1,0.14,2,26
0,0.59,1,0,4,0.5,20,403
4,0.58,1,0,1,0.4,11,174
2,0.81,2,0,4,0.36,5,41
5,0.53,1,0,2,0.58,2,67
5,0.39,1,0,1,0.34,14,85
3,0.76,1,0,1,0.32,5,13
6,0.49,1,0,1,0.1,6,2
5,0.57,1,0,2,0.64,22,190
0,0.94,1,0,2,0.46,2,9
1,0.94,3,0,4,0.38,7,121
5,0.77,2,0,1,0.52,11,585
4,0.38,2,0,2,0.28,22,43
5,0.42,1,0,1,0.5,14,512
0,0.23,1,0,1,0.34,18,410
2,0.61,2,0,1,0.28,13,126
5,0.35,1,0,4,0.58,12,456
5,0.59,2,0,1,0.16,4,5
6,0.44,1,0,2,0.68,22,134
5,0.41,1,0,1,0.22,18,143
1,0.68,1,0,2,0.54,0,34
2,0.88,2,0,3,0.6,10,133
0,0.6,1,0,4,0.56,12,178
2,0.41,1,0,2,0.64,15,179
6,0.36,1,0,2,0.32,14,164
3,0.77,1,0,2,0.54,20,282
3,0.43,1,0,3,0.62,12,290
5,0.82,1,0,2,0.5,6,28
4,0.41,1,0,4,0.42,11,221
6,0.58,3,0,4,0.42,7,35
3,0.47,1,0,3,0.64,14,298
6,0.89,1,0,2,0.64,3,28
2,0.64,1,0,3,0.6,9,328
6,0.72,2,0,4,0.5,1,133
4,0.49,1,0,3,0.84,12,254
1,0.87,2,0,4,0.4,2,3
0,0.34,1,0,2,0.7,14,200
1,0.54,2,0,2,0.42,21,87
2,1.0,2,0,3,0.56,9,208
5,0.83,1,0,3,0.56,6,41
6,0.68,2,0,3,0.54,21,147
6,0.94,2,0,4,0.52,22,152
1,0.6,1,0,2,0.54,4,3
1,0.65,1,0,2,0.68,18,528
5,0.75,2,0,1,0.24,3,11
6,0.41,1,0,1,0.26,23,26
3,0.77,2,0,4,0.5,9,387
5,0.65,1,0,3,0.66,8,127
2,0.29,1,0,4,0.36,16,325
5,0.38,1,0,2,0.6,15,378
0,0.73,1,1,4,0.56,10,265
1,0.83,3,0,2,0.62,8,434
2,0.4,1,0,1,0.6,16,283
0,0.66,1,0,3,0.74,8,667
4,0.69,1,0,3,0.68,23,139
6,0.28,1,0,4,0.3,14,242
3,0.31,1,0,1,0.34,18,417
6,0.74,2,0,3,0.72,22,155
6,0.59,2,0,4,0.48,12,491
1,0.23,1,0,2,0.5,16,362
4,0.55,2,0,2,0.76,12,243
1,0.4,1,0,1,0.38,18,425
4,0.52,1,0,1,0.3,2,6
3,0.71,3,0,1,0.42,20,33
1,0.89,2,0,3,0.68,5,36
3,0.88,1,0,2,0.46,6,170
4,0.7,1,0,2,0.72,13,316
0,0.72,1,1,4,0.52,18,551
0,0.52,1,0,3,0.54,22,159
0,0.47,1,0,1,0.16,16,70
1,0.51,1,0,1,0.22,12,78
3,0.77,2,0,3,0.54,16,222
6,0.88,2,0,4,0.62,8,86
4,0.45,1,0,2,0.5,1,31
4,0.87,2,0,1,0.4,6,99
1,0.39,1,0,3,0.86,16,285
1,0.7,1,0,3,0.72,9,333
4,0.65,1,0,3,0.64,3,6
5,0.72,1,0,3,0.5,22,143
4,0.7,2,0,3,0.76,9,241
6,0.44,1,0,1,0.24,11,93
4,0.75,1,0,4,0.24,9,330
4,0.7,1,0,1,0.3,5,24
0,0.35,1,1,1,0.26,10,109
1,0.26,1,0,1,0.54,17,559
5,0.72,2,0,1,0.46,13,94
4,0.71,2,0,1,0.36,4,6
2,0.39,1,0,3,0.72,21,221
6,0.65,2,0,3,0.66,4,13
4,0.42,2,0,2,0.72,14,432
2,0.94,3,0,4,0.54,18,172
3,0.74,1,0,3,0.68,19,558
5,0.5,1,0,1,0.4,14,166
3,0.38,1,0,2,0.6,15,160
3,0.47,1,0,1,0.2,23,38
6,0.47,1,0,3,0.84,12,489
0,0.94,2,0,4,0.38,2,5
1,0.74,2,0,3,0.66,2,11
4,0.51,1,0,3,0.94,13,123
5,0.82,2,0,2,0.5,5,14
1,0.7,1,0,1,0.24,10,85
5,0.64,1,0,2,0.6,9,225
5,0.93,2,0,4,0.36,1,100
5,0.41,1,0,1,0.26,21,51
3,0.73,1,0,3,0.62,4,5
2,0.58,1,0,3,0.74,3,4
4,0.83,1,0,3,0.62,0,51
6,0.51,1,0,4,0.2,0,74
6,0.34,1,0,2,0.7,16,662
3,0.5,1,0,3,0.66,2,13
3,0.52,2,0,3,0.76,15,189
4,0.36,2,0,2,0.32,17,225
3,0.65,2,0,3,0.64,14,170
5,0.39,2,0,2,0.7,19,285
0,0.94,1,1,2,0.62,4,6
1,0.66,3,0,3,0.76,17,812
0,0.69,2,0,3,0.62,11,252
6,1.0,2,0,2,0.52,0,39
3,0.44,1,0,3,0.68,12,297
1,0.8,2,0,1,0.22,19,99
1,0.83,2,0,2,0.6,22,148
4,0.73,1,0,3,0.64,20,196
4,0.42,1,0,2,0.52,7,240
0,0.74,1,0,4,0.18,7,191
6,0.26,1,0,3,0.92,17,413
1,0.65,1,0,2,0.7,12,292
5,0.6,1,0,4,0.26,5,6
3,0.82,1,0,4,0.46,22,148
5,0.59,1,0,2,0.46,5,7
3,0.37,1,0,3,0.72,11,148
1,0.42,1,0,3,0.9,15,148
5,0.17,1,0,1,0.38,7,22
6,0.56,1,0,3,0.82,9,154
6,0.75,1,0,4,0.3,8,119
3,0.43,2,0,1,0.6,20,302
3,0.33,1,0,4,0.3,8,668
5,0.66,1,0,2,0.74,12,529
4,0.59,1,0,2,0.46,3,5
2,0.66,1,0,4,0.32,23,88
3,0.62,1,0,1,0.44,0,46
5,0.57,1,0,4,0.32,11,275
5,0.79,1,0,2,0.7,0,117
0,0.93,1,0,4,0.32,8,404
0,0.6,1,0,4,0.26,23,53
2,0.53,1,0,1,0.34,11,73
4,0.94,1,0,4,0.62,19,248
3,0.64,1,0,4,0.22,2,7
6,0.72,1,0,2,0.5,18,491
0,0.57,1,0,3,0.62,22,142
1,0.94,1,0,4,0.44,2,5
3,0.77,1,0,4,0.52,23,81
0,0.61,1,0,1,0.62,13,263
3,0.64,2,0,1,0.22,10,110
1,0.89,2,0,4,0.64,18,356
6,0.41,1,0,4,0.62,12,680
6,0.7,1,0,3,0.72,19,522
4,0.88,1,0,2,0.42,6,113
3,0.58,2,0,4,0.4,10,109
3,0.49,1,0,1,0.3,20,177
0,0.53,2,0,2,0.6,13,272
4,0.78,2,0,4,0.64,10,245
5,0.48,1,0,3,0.74,11,396
5,0.42,2,0,1,0.3,6,13
1,0.79,1,0,3,0.68,0,38
6,0.42,1,0,4,0.52,20,252
6,1.0,2,0,1,0.42,2,9
2,0.7,2,0,3,0.76,10,235
2,0.77,1,0,4,0.46,7,301
3,0.61,1,0,2,0.28,20,118
3,0.53,1,0,4,0.62,13,332
4,0.78,1,0,3,0.64,6,101
2,0.61,1,0,3,0.68,2,12
0,0.69,1,0,4,0.2,3,5
4,0.89,2,0,3,0.66,2,19
2,0.33,1,0,3,0.94,13,203
6,0.39,2,0,1,0.32,1,72
2,0.93,3,0,1,0.22,6,18
0,0.65,1,0,3,0.66,1,14
1,0.27,1,0,1,0.24,10,52
4,0.5,1,0,2,0.66,19,686
4,0.25,1,0,2,0.62,15,439
1,0.7,1,0,3,0.72,2,13
3,0.45,2,0,1,0.28,11,68
4,0.52,1,0,3,0.76,11,303
6,0.93,3,0,1,0.24,21,7
3,0.52,2,0,4,0.52,14,132
1,0.46,1,0,3,0.78,9,213
0,0.89,3,0,3,0.7,1,18
6,0.74,1,0,3,0.72,18,229
4,0.34,1,0,2,0.66,17,812
2,0.4,1,0,4,0.6,14,271
0,0.74,3,1,3,0.68,9,152
3,0.44,1,0,2,0.42,10,98
1,0.67,1,0,1,0.46,21,180
4,0.43,1,0,1,0.6,13,176
0,0.42,1,0,3,0.88,14,212
0,0.49,2,0,1,0.56,19,446
6,0.4,1,0,3,0.76,14,579
1,0.46,1,0,3,0.8,20,290
2,0.77,2,0,1,0.46,1,10
2,0.88,3,0,3,0.6,13,11
4,0.7,1,0,4,0.3,3,3
1,0.45,1,0,4,0.5,15,186
6,0.46,1,0,1,0.34,14,161
1,0.33,1,0,2,0.6,12,244
3,0.37,1,0,1,0.22,16,78
0,0.87,2,1,1,0.24,1,15
1,0.88,1,0,2,0.6,4,4
5,0.38,2,0,2,0.26,0,28
6,0.76,1,0,1,0.32,2,75
0,0.5,1,0,1,0.14,7,64
2,0.3,1,0,4,0.74,14,301
3,0.94,2,0,3,0.64,11,98
1,0.71,2,0,4,0.36,9,326
5,0.45,1,0,3,0.72,10,302
5,0.81,2,0,4,0.24,3,23
2,0.82,1,0,4,0.5,21,201
5,0.64,1,0,2,0.58,7,87
6,0.94,2,0,3,0.64,3,27
3,0.68,1,0,1,0.5,10,138
0,0.55,1,0,3,0.8,20,286
4,0.49,1,0,3,0.8,16,327
2,0.63,1,0,1,0.46,23,97
0,1.0,2,0,2,0.46,6,61
6,0.59,1,0,4,0.46,11,504
3,0.31,1,1,4,0.46,13,269
1,0.62,3,0,3,0.74,19,614
6,0.66,2,0,4,0.4,3,37
0,0.43,1,0,1,0.18,10,44
4,0.39,1,0,4,0.5,16,261
4,0.88,2,0,2,0.5,3,4
1,0.77,1,0,2,0.52,11,49
3,0.69,1,0,4,0.62,21,321
2,0.82,3,0,2,0.42,12,95
1,0.76,1,0,4,0.36,23,53
2,0.58,1,0,2,0.76,9,202
5,0.71,2,0,2,0.38,22,156
4,0.39,1,0,4,0.54,19,248
1,0.38,2,0,2,0.62,13,202
5,0.47,2,0,2,0.66,20,352
5,0.75,2,0,2,0.24,5,5
2,0.69,2,0,2,0.66,12,248
4,0.71,2,0,1,0.42,13,183
6,0.36,1,0,1,0.3,13,169
6,0.47,1,0,1,0.2,4,4
6,0.58,1,0,4,0.42,16,330
3,0.32,1,0,1,0.56,16,343
6,0.36,1,0,1,0.34,18,216
4,0.78,1,0,2,0.64,20,232
5,0.88,2,0,1,0.44,2,42
3,0.73,1,0,3,0.64,8,391
4,0.43,1,0,1,0.4,13,204
4,0.37,1,0,2,0.54,23,180
3,1.0,2,0,3,0.6,8,415
2,0.61,1,0,1,0.32,2,7
2,0.93,1,0,4,0.32,2,5
4,0.86,3,0,1,0.18,9,101
5,0.56,2,0,4,0.54,2,92
0,0.79,2,1,3,0.68,2,39
1,0.37,1,0,1,0.4,11,139
6,0.36,1,0,3,0.84,10,254
4,0.63,3,0,3,0.82,22,163
1,0.39,1,0,3,0.84,18,546
4,0.4,1,0,1,0.36,22,107
1,0.37,2,0,2,0.56,10,127
3,0.57,1,0,3,0.64,2,10
3,0.65,1,0,3,0.66,0,92
0,0.58,1,0,2,0.7,9,188
0,0.6,1,0,1,0.26,1,9
1,0.81,3,0,1,0.32,21,55
4,0.57,2,0,4,0.64,12,254
3,0.82,3,0,1,0.4,4,1
1,0.87,1,0,4,0.34,23,72
2,0.44,2,0,1,0.46,19,327
6,0.87,2,0,4,0.36,9,132
1,0.88,2,0,4,0.46,1,16
5,0.4,1,0,1,0.38,23,50
2,0.79,1,0,2,0.7,0,34
0,0.6,1,0,2,0.56,16,347
5,0.41,1,0,2,0.62,11,522
5,0.5,1,0,2,0.66,12,493
6,0.47,1,0,1,0.44,20,171
1,0.62,2,0,3,0.78,9,175
2,0.58,1,0,4,0.4,12,241
6,0.59,1,0,4,0.2,6,3
6,0.89,2,0,3,0.68,2,115
5,1.0,3,0,1,0.22,14,55
6,0.36,1,0,2,0.68,12,637
1,0.72,2,0,4,0.5,16,424
1,0.93,3,0,1,0.16,19,51
4,0.57,1,0,4,0.64,11,217
6,0.4,1,0,3,0.76,10,452
6,0.4,1,0,1,0.38,17,219
1,0.68,1,0,4,0.56,22,194
5,0.41,1,0,1,0.28,11,159
6,0.36,1,0,1,0.3,14,160
0,0.42,1,1,1,0.34,5,4
5,0.65,1,0,1,0.26,8,53
4,0.5,1,0,2,0.38,7,315
4,0.63,1,0,1,0.08,5,4
1,0.82,1,0,1,0.46,8,593
0,1.0,2,0,4,0.42,6,76
5,0.79,3,0,3,0.74,17,149
2,0.48,1,0,4,0.52,16,281
6,0.38,1,0,2,0.44,12,313
1,0.42,1,0,3,0.9,16,277
1,0.88,2,0,1,0.52,8,516
1,0.49,1,0,3,0.84,13,175
1,0.88,2,0,4,0.46,22,128
1,0.94,1,0,4,0.62,1,10
4,0.35,1,0,1,0.42,15,221
0,0.53,1,0,2,0.58,0,49
0,0.43,1,0,2,0.58,19,384
4,0.53,1,0,3,0.64,3,11
0,0.37,1,0,1,0.22,23,31
5,0.84,1,0,3,0.72,3,30
6,0.34,2,0,1,0.38,1,76
3,0.67,3,0,3,0.48,18,244
6,0.75,1,0,4,0.24,3,33
2,1.0,3,0,4,0.48,6,18
4,0.8,1,0,4,0.2,5,40
1,0.78,1,0,2,0.66,6,154
1,0.79,1,0,2,0.7,0,29
3,0.78,3,0,2,0.56,7,188
6,0.89,1,0,3,0.64,0,134
0,0.65,1,0,1,0.26,6,28
6,0.55,1,0,4,0.46,9,269
4,0.78,2,0,3,0.66,22,169
3,0.7,1,0,1,0.24,6,45
2,0.52,1,0,2,0.76,15,182
0,0.86,3,1,1,0.16,23,4
1,0.59,1,0,2,0.78,15,259
5,0.41,1,0,4,0.48,23,135
1,0.52,1,0,1,0.3,9,261
2,0.29,1,0,2,0.52,18,325
3,0.41,1,1,4,0.42,11,232
2,0.66,2,0,3,0.76,9,341
4,0.93,3,0,1,0.34,9,114
6,0.62,1,0,1,0.02,3,5
4,0.77,1,0,1,0.44,0,57
4,0.45,2,0,3,0.72,23,212
4,0.88,3,0,2,0.6,23,73
6,0.34,1,0,2,0.66,10,432
0,0.83,3,0,4,0.52,19,239
0,0.94,1,0,4,0.62,22,136
0,0.41,1,1,2,0.86,18,249
5,0.83,1,0,2,0.58,3,32
3,0.5,1,0,3,0.66,3,7
2,0.79,1,0,3,0.7,3,4
3,0.72,1,0,2,0.44,6,139
0,0.54,1,0,3,0.72,15,309
5,0.5,1,0,1,0.14,9,81
6,0.72,1,0,2,0.5,4,13
5,0.8,1,0,1,0.14,2,15
1,0.79,1,0,2,0.68,3,3
1,0.22,1,0,2,0.54,12,259
5,0.52,1,0,3,0.54,7,73
5,0.44,1,0,2,0.22,4,6
5,0.7,2,0,1,0.32,3,5
3,0.48,1,0,1,0.48,11,182
3,0.77,1,0,2,0.54,20,337
1,0.83,1,0,2,0.58,8,449
3,0.83,1,0,3,0.66,2,11
6,0.32,1,0,1,0.36,15,334
4,0.66,1,0,4,0.4,2,16
1,0.94,3,0,4,0.38,8,190
5,0.31,1,0,1,0.5,14,312
1,0.64,1,0,4,0.54,20,227
2,0.72,3,0,2,0.44,14,51
4,0.71,2,0,4,0.36,15,303
5,0.76,1,0,2,0.34,6,21
4,0.58,2,0,1,0.44,0,46
1,0.81,1,0,4,0.36,21,127
4,0.73,1,0,3,0.6,22,295
6,0.52,2,0,1,0.28,12,255
1,0.83,3,0,3,0.54,10,106
3,0.62,3,0,4,0.38,12,221
5,0.79,1,0,3,0.72,18,351
2,0.28,1,0,1,0.3,13,87
4,0.56,1,0,1,0.28,10,129
6,0.4,1,0,4,0.36,18,213
0,0.4,1,0,1,0.4,18,205
0,0.65,2,0,3,0.7,23,131
6,0.5,1,0,1,0.4,8,34
6,0.41,1,0,2,0.46,11,304
1,0.88,3,0,2,0.56,6,137
3,0.83,1,0,2,0.54,22,172
